category,title,story,url
Politics,,,https://www.newsday.co.zw/politics/article/49860/zapu-wants-transitional-authority-to-tackle-crisis
Politics,Zinasu congress faces court challenge,,https://www.newsday.co.zw/politics/article/50088/zinasu-congress-faces-court-challenge
Politics,,,https://www.newsday.co.zw/politics/article/50088/zinasu-congress-faces-court-challenge
Politics,Pembi Bridge splits Zanu PF supporters,,https://www.newsday.co.zw/politics/article/50390/pembi-bridge-splits-zanu-pf-supporters
Politics,,,https://www.newsday.co.zw/politics/article/50390/pembi-bridge-splits-zanu-pf-supporters
Politics,Zim dollar devaluation haunts PPC,,https://www.newsday.co.zw/politics/article/50538/zim-dollar-devaluation-haunts-ppc
Politics,,,https://www.newsday.co.zw/politics/article/50538/zim-dollar-devaluation-haunts-ppc
Politics,Mnangagwa unleashed vicious crack unit on us: MDC,,https://www.newsday.co.zw/politics/article/50657/mnangagwa-unleashed-vicious-crack-unit-on-us-mdc
Politics,,,https://www.newsday.co.zw/politics/article/50657/mnangagwa-unleashed-vicious-crack-unit-on-us-mdc
Politics,"Zivhu slams bootlicking Zanu PF bigwigs, govt officials",,https://www.newsday.co.zw/politics/article/51017/zivhu-slams-bootlicking-zanu-pf-bigwigs-govt-officials
Politics,,,https://www.newsday.co.zw/politics/article/51017/zivhu-slams-bootlicking-zanu-pf-bigwigs-govt-officials
Politics,"Chamisa, Khupe fight: Judgment reserved",,https://www.newsday.co.zw/politics/article/51472/chamisa-khupe-fight-judgment-reserved
Politics,,,https://www.newsday.co.zw/politics/article/51472/chamisa-khupe-fight-judgment-reserved
Politics,MDC Midlands gears for 2023 elections,,https://www.newsday.co.zw/politics/article/51557/mdc-midlands-gears-for-2023-elections
Politics,,,https://www.newsday.co.zw/politics/article/51557/mdc-midlands-gears-for-2023-elections
Politics,Zanu PF Mat South youth leader booted out,,https://www.newsday.co.zw/politics/article/51757/zanu-pf-mat-south-youth-leader-booted-out
Politics,,,https://www.newsday.co.zw/politics/article/51757/zanu-pf-mat-south-youth-leader-booted-out
Politics,Latest stories,,/
Arts&Culture,Life & Style,"Mlalazi acknowledges fans request for Manyowa collaboThe song is a showcase of powerful vocals and rich lyrical prowess by Mlalazi and Manyowa while the visuals and cinematography depict great artistry.ByLife & Style ReporterMay. 3, 2024",#
Arts&Culture,Life & Style,Life & Style,#
Arts&Culture,,‘Content piracy threatening millions of livelihoods’ByStyle Reporter8h ago,https://www.newsday.co.zw/life-amp-style/article/200026543/content-piracy-threatening-millions-of-livelihoods
Arts&Culture,,Social media advertising being pushed by the fashion world has fostered inclusivity.,https://www.newsday.co.zw/life-amp-style/article/200026363/model-urges-men-to-seek-help-when-vulnerable
Arts&Culture,Mlalazi acknowledges fans request for Manyowa collabo,,https://www.newsday.co.zw/life-amp-style/article/200026362/mlalazi-acknowledges-fans-request-for-manyowa-collabo
Arts&Culture,,,https://www.newsday.co.zw/life-amp-style/article/200026362/mlalazi-acknowledges-fans-request-for-manyowa-collabo
Arts&Culture,Flying Bantu aims to attain regional appeal,,https://www.newsday.co.zw/life-amp-style/article/200026330/flying-bantu-aims-to-attain-regional-appeal
Arts&Culture,,,https://www.newsday.co.zw/life-amp-style/article/200026330/flying-bantu-aims-to-attain-regional-appeal
Arts&Culture,ZAOGA preserves Guti’s legacy,,https://www.newsday.co.zw/life-amp-style/article/200026331/zaoga-preserves-gutis-legacy
Arts&Culture,,,https://www.newsday.co.zw/life-amp-style/article/200026331/zaoga-preserves-gutis-legacy
Arts&Culture,"Nyanga: A tale of courage, conservation amid adversity",,https://www.newsday.co.zw/life-amp-style/article/200026308/nyanga-a-tale-of-courage-conservation-amid-adversity
Arts&Culture,,,https://www.newsday.co.zw/life-amp-style/article/200026308/nyanga-a-tale-of-courage-conservation-amid-adversity
Arts&Culture,Gurira amplifies voices of vulnerable women,,https://www.newsday.co.zw/life-amp-style/article/200026309/gurira-amplifies-voices-of-vulnerable-women
Arts&Culture,,,https://www.newsday.co.zw/life-amp-style/article/200026309/gurira-amplifies-voices-of-vulnerable-women
Arts&Culture,Anibal’s pre-album launch set for sharing experiences,,https://www.newsday.co.zw/life-amp-style/article/200026277/anibals-pre-album-launch-set-for-sharing-experiences
Arts&Culture,,,https://www.newsday.co.zw/life-amp-style/article/200026277/anibals-pre-album-launch-set-for-sharing-experiences
Arts&Culture,Kumbekumbe Street Café lives up to its billing,,https://www.newsday.co.zw/life-amp-style/article/200026276/kumbekumbe-street-cafe-lives-up-to-its-billing
Arts&Culture,,,https://www.newsday.co.zw/life-amp-style/article/200026276/kumbekumbe-street-cafe-lives-up-to-its-billing
Arts&Culture,All set for International Jazz Day celebrations,,https://www.newsday.co.zw/life-amp-style/article/200026278/all-set-for-international-jazz-day-celebrations
Arts&Culture,,,https://www.newsday.co.zw/life-amp-style/article/200026278/all-set-for-international-jazz-day-celebrations
Arts&Culture,Zimdancehall artiste Mbida D in court for fraud,,https://www.newsday.co.zw/life-amp-style/article/200026270/zimdancehall-artiste-mbida-d-in-court-for-fraud
Arts&Culture,,,https://www.newsday.co.zw/life-amp-style/article/200026270/zimdancehall-artiste-mbida-d-in-court-for-fraud
Arts&Culture,Fashion show takes centre stage at Wedding Expo,,https://www.newsday.co.zw/life-amp-style/article/200026247/fashion-show-takes-centre-stage-at-wedding-expo
Arts&Culture,,,https://www.newsday.co.zw/life-amp-style/article/200026247/fashion-show-takes-centre-stage-at-wedding-expo
